Transaction,Purchase Date,Customer ID,Gender,Marital Status,Homeowner,Children,Annual Income,City,State or Province,Country,Product Family,Product Department,Product Category,Units Sold,Revenue
11028,2023,6713,M,M,N,2,$30K - $50K,Salem,OR,USA,Food,Deli,Meat,5,13.98
11029,2023,8947,M,S,Y,2,$50K - $70K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,4,8.54
11030,2023,7873,M,S,Y,0,$30K - $50K,San Diego,CA,USA,Food,Baking Goods,Baking Goods,4,8.06
11031,2023,5101,F,S,N,4,$30K - $50K,Seattle,WA,USA,Non-Consumable,Household,Paper Products,6,11.59
11032,2023,2273,F,S,N,0,$10K - $30K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,3,4.54
11033,2023,4780,F,M,Y,3,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Produce,Fruit,6,8.4
11034,2023,9500,M,M,Y,3,$30K - $50K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,5,13.32
11035,2023,5766,M,M,Y,5,$70K - $90K,Spokane,WA,USA,Drink,Dairy,Dairy,3,2.21
11036,2023,7728,M,M,Y,1,$10K - $30K,Victoria,BC,Canada,Food,Snack Foods,Snack Foods,3,12.77
11037,2023,1972,F,S,N,2,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Tuna,4,13.03
11038,2023,7813,M,M,Y,2,$10K - $30K,Tacoma,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,15.91
11039,2023,9448,F,M,Y,3,$110K - $130K,Salem,OR,USA,Food,Canned Foods,Canned Soup,3,10.68
11040,2023,2286,M,S,Y,3,$10K - $30K,San Andres,DF,Mexico,Food,Deli,Meat,5,15.64
11041,2023,7764,F,M,N,0,$10K - $30K,San Andres,DF,Mexico,Food,Breakfast Foods,Breakfast Foods,4,9.97
11042,2023,510,F,S,N,1,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,5,13.31
11043,2023,6129,F,M,Y,0,$50K - $70K,Los Angeles,CA,USA,Drink,Beverages,Drinks,4,5.92
11044,2023,6009,M,S,Y,2,$70K - $90K,Portland,OR,USA,Food,Deli,Side Dishes,3,5.3
11045,2023,2391,F,M,Y,3,$30K - $50K,San Andres,DF,Mexico,Non-Consumable,Household,Kitchen Products,3,19.43
11046,2023,6910,F,S,N,2,$130K - $150K,Camacho,Zacatecas,Mexico,Food,Breakfast Foods,Breakfast Foods,3,7.85
11047,2023,4568,F,S,Y,2,$130K - $150K,Beverly Hills,CA,USA,Food,Starchy Foods,Starchy Foods,5,16.2
11048,2023,2182,M,S,Y,3,$70K - $90K,Los Angeles,CA,USA,Food,Canned Foods,Vegetables,2,4.76
11049,2023,6081,M,M,Y,4,$30K - $50K,Orizaba,Veracruz,Mexico,Drink,Beverages,Hot Beverages,5,21.3
11050,2023,9092,M,M,Y,1,$10K - $30K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,5,9.06
11051,2023,7370,M,S,Y,3,$150K +,Yakima,WA,USA,Food,Snacks,Candy,6,16.93
11052,2023,4998,M,S,N,3,$50K - $70K,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,3,10.4
11053,2023,8405,F,S,N,3,$50K - $70K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,4,22.12
11054,2023,2063,M,M,N,2,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Snack Foods,Snack Foods,6,7.07
11055,2023,9787,M,M,Y,0,$50K - $70K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,2,1.9
11056,2023,1259,F,M,N,0,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Deli,Meat,5,41.58
11057,2023,4956,M,M,N,4,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,3,8.42
11058,2023,6632,M,S,Y,0,$70K - $90K,Merida,Yucatan,Mexico,Food,Deli,Meat,3,11.68
11059,2023,8380,M,S,N,2,$30K - $50K,Mexico City,DF,Mexico,Food,Starchy Foods,Starchy Foods,4,2.32
11060,2023,2111,M,S,Y,2,$10K - $30K,Los Angeles,CA,USA,Food,Deli,Meat,5,10.14
11061,2023,3898,F,S,N,5,$10K - $30K,Los Angeles,CA,USA,Food,Canned Foods,Canned Anchovies,4,20.64
11062,2023,2646,F,M,Y,2,$30K - $50K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Hardware,4,10.34
11063,2023,5313,F,M,Y,3,$30K - $50K,San Diego,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,18.46
11064,2023,8734,F,S,N,4,$10K - $30K,Los Angeles,CA,USA,Food,Meat,Meat,5,18.56
11065,2023,8867,F,M,Y,3,$10K - $30K,San Andres,DF,Mexico,Food,Starchy Foods,Starchy Foods,4,12.24
11066,2023,1049,F,M,Y,4,$110K - $130K,Portland,OR,USA,Food,Snack Foods,Snack Foods,6,22.56
11067,2023,9238,M,S,Y,2,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,3,18.08
11068,2023,6659,F,M,Y,5,$10K - $30K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,4,33.9
11069,2023,7658,F,M,Y,2,$30K - $50K,Victoria,BC,Canada,Drink,Beverages,Drinks,4,3.62
11070,2023,3878,M,M,Y,2,$70K - $90K,Bremerton,WA,USA,Food,Dairy,Dairy,6,12.72
11071,2023,4771,M,S,Y,2,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Breakfast Foods,Breakfast Foods,3,22.23
11072,2023,7059,M,S,Y,2,$110K - $130K,Tacoma,WA,USA,Food,Produce,Fruit,4,7.83
11073,2023,5351,F,S,N,5,$30K - $50K,Mexico City,DF,Mexico,Non-Consumable,Household,Paper Products,3,14.49
11074,2023,3495,F,M,N,4,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,6,23.8
11075,2023,5223,M,M,Y,0,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,2,7.67
11076,2023,355,F,S,N,1,$10K - $30K,Bremerton,WA,USA,Food,Produce,Vegetables,4,21.42
11077,2023,1196,M,S,Y,1,$50K - $70K,Salem,OR,USA,Food,Frozen Foods,Frozen Desserts,5,5.71
11078,2023,10033,F,S,N,2,$30K - $50K,Bremerton,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,10.72
11079,2023,7939,M,S,N,3,$30K - $50K,San Andres,DF,Mexico,Food,Canned Foods,Canned Anchovies,4,16.32
11080,2023,6559,M,S,N,3,$70K - $90K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,3,13.2
11081,2023,10150,M,S,Y,3,$10K - $30K,Seattle,WA,USA,Food,Frozen Foods,Vegetables,5,37
11082,2023,9249,F,M,N,2,$30K - $50K,Merida,Yucatan,Mexico,Drink,Beverages,Hot Beverages,3,21.31
11083,2023,2551,F,M,N,4,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Baked Goods,Bread,5,19.99
11084,2023,7121,F,S,N,4,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Baked Goods,Bread,2,5.66
11085,2023,7016,F,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,2,11.09
11086,2023,6608,M,S,N,2,$30K - $50K,Mexico City,DF,Mexico,Food,Baking Goods,Jams and Jellies,2,1.98
11087,2023,9234,F,S,N,1,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Frozen Desserts,4,45.72
11088,2023,2371,M,S,N,1,$10K - $30K,Spokane,WA,USA,Non-Consumable,Household,Cleaning Supplies,4,3.88
11089,2023,1402,F,M,Y,4,$70K - $90K,Orizaba,Veracruz,Mexico,Food,Deli,Side Dishes,4,7.44
11090,2023,1425,F,M,Y,3,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Vegetables,3,7.04
11091,2023,1425,F,M,Y,3,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Deli,Meat,6,13.74
11092,2023,8466,M,M,Y,3,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,3,23.52
11093,2023,9309,M,M,Y,4,$10K - $30K,Tacoma,WA,USA,Drink,Beverages,Pure Juice Beverages,6,39.12
11094,2023,9644,F,M,Y,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,5,14.52
11095,2023,569,F,S,Y,1,$130K - $150K,Yakima,WA,USA,Non-Consumable,Household,Electrical,5,16.59
11096,2023,5053,M,M,N,2,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Deli,Meat,3,16.9
11097,2023,9014,F,S,N,1,$50K - $70K,Salem,OR,USA,Food,Produce,Specialty,3,25.38
11098,2023,8337,F,M,N,4,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Vegetables,5,37.23
11099,2023,9115,F,M,Y,4,$30K - $50K,Portland,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,5,20.98
11100,2023,4334,M,S,Y,2,$30K - $50K,San Diego,CA,USA,Non-Consumable,Household,Paper Products,2,6.86
11101,2023,1547,M,S,N,5,$70K - $90K,Portland,OR,USA,Food,Canned Foods,Canned Soup,2,10.72
11102,2023,4226,F,M,Y,5,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,6,23.93
11103,2023,1038,F,M,N,3,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,4,4
11104,2023,4384,F,S,Y,3,$90K - $110K,San Andres,DF,Mexico,Food,Dairy,Dairy,3,10.85
11105,2023,5124,M,S,N,3,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Produce,Vegetables,4,3.84
11106,2023,3366,M,S,Y,1,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Dairy,Dairy,5,8.26
11107,2023,498,M,S,N,1,$50K - $70K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,3,13.1
11108,2023,3244,M,S,N,1,$70K - $90K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,4,26.1
11109,2023,4226,F,M,Y,5,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,4,4.2
11110,2023,6746,M,M,N,4,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Fruit,4,16.04
11111,2023,4826,F,S,N,5,$50K - $70K,Victoria,BC,Canada,Food,Baking Goods,Baking Goods,3,5.81
11112,2023,9488,F,M,Y,2,$50K - $70K,San Diego,CA,USA,Food,Canned Foods,Canned Anchovies,4,17.1
11113,2023,6669,M,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Canned Foods,Canned Shrimp,5,11.63
11114,2023,8191,M,M,Y,5,$130K - $150K,San Andres,DF,Mexico,Non-Consumable,Household,Kitchen Products,3,19.88
11115,2023,6603,F,M,N,5,$30K - $50K,Merida,Yucatan,Mexico,Drink,Beverages,Hot Beverages,5,17.76
11116,2023,6945,M,S,N,5,$50K - $70K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Hygiene,7,23.13
11117,2023,55,M,M,Y,3,$10K - $30K,San Diego,CA,USA,Food,Produce,Specialty,4,8.45
11118,2023,1090,M,S,N,1,$30K - $50K,Beverly Hills,CA,USA,Food,Frozen Foods,Vegetables,2,13.98
11119,2023,5313,F,M,Y,3,$30K - $50K,San Diego,CA,USA,Food,Snacks,Candy,3,3.19
11120,2023,2448,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Drink,Beverages,Carbonated Beverages,3,11.12
11121,2023,5766,M,M,Y,5,$70K - $90K,Spokane,WA,USA,Food,Produce,Vegetables,4,2.39
11122,2023,5952,M,S,N,2,$10K - $30K,Seattle,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,23.28
11123,2023,6042,M,M,N,4,$30K - $50K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,6,18.16
11124,2023,2510,M,S,N,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,4,24.29
11125,2023,5172,M,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Produce,Fruit,4,5.81
11126,2023,2838,M,S,N,1,$50K - $70K,San Andres,DF,Mexico,Food,Produce,Vegetables,4,14.5
11127,2023,9343,F,M,Y,5,$130K - $150K,Portland,OR,USA,Food,Snacks,Candy,5,16.93
11128,2023,2260,M,M,N,4,$150K +,San Diego,CA,USA,Food,Deli,Meat,4,1.42
11129,2023,7936,M,M,N,1,$10K - $30K,Vancouver,BC,Canada,Food,Deli,Meat,2,9.42
11130,2023,2258,F,M,Y,1,$10K - $30K,Portland,OR,USA,Non-Consumable,Household,Hardware,2,14.78
11131,2023,1282,F,S,N,3,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,14.08
11132,2023,7627,F,M,Y,4,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,3,5.88
11133,2023,225,M,S,N,5,$30K - $50K,Portland,OR,USA,Food,Canned Products,Fruit,5,7.98
11134,2023,9685,F,S,Y,3,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Vegetables,2,11.1
11135,2023,9942,M,M,Y,1,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Baking Goods,5,13.93
11136,2023,1567,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,12.35
11137,2023,3982,F,S,N,3,$30K - $50K,Merida,Yucatan,Mexico,Food,Breakfast Foods,Breakfast Foods,4,9.46
11138,2023,5654,F,S,Y,4,$110K - $130K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,3,24.29
11139,2023,9766,F,M,Y,0,$70K - $90K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Cleaning Supplies,2,8.83
11140,2023,5766,M,M,Y,5,$70K - $90K,Spokane,WA,USA,Food,Deli,Meat,3,7.49
11141,2023,364,F,M,Y,4,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,25.27
11142,2023,10104,F,M,Y,4,$10K - $30K,Los Angeles,CA,USA,Drink,Beverages,Carbonated Beverages,3,4.36
11143,2023,9318,M,M,Y,1,$110K - $130K,Spokane,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,8.06
11144,2023,6297,F,S,Y,2,$30K - $50K,Seattle,WA,USA,Food,Frozen Foods,Meat,2,5.28
11145,2023,6587,M,M,N,5,$30K - $50K,Vancouver,BC,Canada,Food,Canned Foods,Canned Anchovies,3,4.08
11146,2023,7437,M,S,Y,4,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Vegetables,5,13.03
11147,2023,8429,M,S,Y,1,$30K - $50K,Vancouver,BC,Canada,Food,Snacks,Candy,5,5.97
11148,2023,4903,M,M,Y,2,$50K - $70K,Bremerton,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,35.19
11149,2023,7594,M,S,N,4,$30K - $50K,Portland,OR,USA,Non-Consumable,Household,Paper Products,4,6.41
11150,2023,3518,M,S,N,3,$30K - $50K,Mexico City,DF,Mexico,Food,Produce,Vegetables,4,12.08
11151,2023,4932,F,S,Y,0,$50K - $70K,Camacho,Zacatecas,Mexico,Non-Consumable,Checkout,Hardware,6,4.82
11152,2023,5642,M,S,N,4,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Household,Hardware,5,13.22
11153,2023,9249,F,M,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,4,5.7
11154,2023,1171,F,S,Y,2,$50K - $70K,San Andres,DF,Mexico,Food,Baked Goods,Bread,3,5.11
11155,2023,7831,F,M,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Entrees,5,17.63
11156,2023,8870,M,S,N,1,$70K - $90K,Merida,Yucatan,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,5,29.43
11157,2023,6669,M,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,6.24
11158,2023,1583,F,M,N,1,$110K - $130K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,5,11.48
11159,2023,7660,F,S,N,4,$10K - $30K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,11.04
11160,2023,9403,M,M,N,0,$30K - $50K,Los Angeles,CA,USA,Food,Seafood,Seafood,3,10.69
11161,2023,2201,F,M,Y,2,$30K - $50K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,6.72
11162,2023,4727,F,M,Y,4,$150K +,Spokane,WA,USA,Food,Starchy Foods,Starchy Foods,7,12.32
11163,2023,3002,M,S,Y,0,$110K - $130K,San Andres,DF,Mexico,Food,Snacks,Candy,5,7.5
11164,2023,8867,F,M,Y,3,$10K - $30K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,14.79
11165,2023,1874,M,S,Y,2,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,6,19.68
11166,2023,3706,M,S,N,2,$70K - $90K,Salem,OR,USA,Non-Consumable,Household,Paper Products,3,9.7
11167,2023,7816,M,M,Y,4,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Fruit,5,33.18
11168,2023,5956,M,S,N,4,$30K - $50K,Walla Walla,WA,USA,Food,Produce,Fruit,4,6.51
11169,2023,3500,M,S,Y,0,$90K - $110K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,16.37
11170,2023,4386,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,6,20.34
11171,2023,6159,M,S,Y,1,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,4,6.94
11172,2023,8784,F,S,Y,2,$30K - $50K,San Diego,CA,USA,Food,Dairy,Dairy,3,5.34
11173,2023,2118,F,S,N,4,$10K - $30K,Merida,Yucatan,Mexico,Non-Consumable,Household,Electrical,3,3.54
11174,2023,3558,F,S,N,0,$70K - $90K,San Diego,CA,USA,Food,Produce,Vegetables,5,29.68
11175,2023,7541,M,M,Y,5,$10K - $30K,San Diego,CA,USA,Food,Canned Foods,Canned Oysters,4,17.5
11176,2023,6324,F,S,Y,3,$30K - $50K,Yakima,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,13.92
11177,2023,7107,M,M,Y,4,$30K - $50K,San Andres,DF,Mexico,Food,Deli,Side Dishes,4,17.87
11178,2023,3543,M,S,N,4,$50K - $70K,Portland,OR,USA,Food,Snack Foods,Snack Foods,6,9.02
11179,2023,1910,F,S,Y,1,$10K - $30K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,3,9.46
11180,2023,4226,F,M,Y,5,$70K - $90K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,5,14.74
11181,2023,4620,F,M,Y,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,3,4.51
11182,2023,5295,M,S,Y,3,$30K - $50K,Spokane,WA,USA,Food,Produce,Fruit,7,37
11183,2023,7072,F,S,Y,2,$90K - $110K,Spokane,WA,USA,Food,Produce,Vegetables,3,6.47
11184,2023,4953,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Starchy Foods,Starchy Foods,4,3.8
11185,2023,3691,M,M,Y,3,$130K - $150K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,3,3.98
11186,2023,7069,F,M,N,3,$130K - $150K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,3,8.7
11187,2023,1310,F,M,Y,4,$10K - $30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,9.6
11188,2023,7860,M,M,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Drink,Beverages,Hot Beverages,6,19.11
11189,2023,8667,M,M,Y,3,$50K - $70K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,7.88
11190,2023,4868,F,M,Y,3,$130K - $150K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,3,6.52
11191,2023,3725,M,M,Y,4,$110K - $130K,Yakima,WA,USA,Food,Starchy Foods,Starchy Foods,4,17.94
11192,2023,8824,F,S,Y,3,$90K - $110K,Seattle,WA,USA,Food,Deli,Meat,6,19.34
11193,2023,1236,M,S,Y,3,$70K - $90K,Mexico City,DF,Mexico,Food,Produce,Fruit,5,10.13
11194,2023,3957,M,S,Y,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Produce,Specialty,4,23.76
11195,2023,5114,F,M,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,6,10.44
11196,2023,843,M,S,Y,0,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Pizza,6,8.06
11197,2023,3440,F,M,Y,4,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,5,10.44
11198,2023,9029,M,S,N,1,$10K - $30K,Bremerton,WA,USA,Food,Produce,Fruit,3,19.6
11199,2023,9038,M,S,N,0,$50K - $70K,Vancouver,BC,Canada,Non-Consumable,Household,Cleaning Supplies,6,14.76
11200,2023,7141,M,M,Y,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Bathroom Products,6,27.14
11201,2023,3746,F,S,N,3,$10K - $30K,San Diego,CA,USA,Food,Produce,Vegetables,4,26.52
11202,2023,6347,F,M,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Produce,Specialty,2,15.23
11203,2023,2468,F,S,Y,4,$130K - $150K,Salem,OR,USA,Non-Consumable,Household,Electrical,5,22.4
11204,2023,4225,M,S,N,1,$110K - $130K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,4,3.24
11205,2023,4075,M,M,Y,2,$70K - $90K,Bremerton,WA,USA,Food,Frozen Foods,Pizza,3,11.82
11206,2023,8119,F,M,Y,0,$50K - $70K,Beverly Hills,CA,USA,Non-Consumable,Household,Kitchen Products,4,1.32
11207,2023,8768,F,S,Y,1,$90K - $110K,Portland,OR,USA,Non-Consumable,Household,Paper Products,4,13.11
11208,2023,2850,M,S,N,4,$10K - $30K,Bremerton,WA,USA,Food,Frozen Foods,Breakfast Foods,5,15.56
11209,2023,5055,M,S,N,5,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Packaged Vegetables,7,17.54
11210,2023,3504,F,M,Y,4,$50K - $70K,Walla Walla,WA,USA,Non-Consumable,Household,Paper Products,1,4.98
11211,2023,5374,M,M,Y,3,$30K - $50K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,7.67
11212,2023,10280,F,M,Y,5,$150K +,Tacoma,WA,USA,Food,Snacks,Candy,6,7
11213,2023,6074,M,M,N,1,$30K - $50K,Bellingham,WA,USA,Food,Dairy,Dairy,1,3.75
11214,2023,3086,M,S,Y,1,$30K - $50K,Seattle,WA,USA,Food,Produce,Fruit,4,33.1
11215,2023,5398,F,M,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Pizza,4,23.49
11216,2023,2480,M,M,Y,0,$30K - $50K,San Andres,DF,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,3.15
11217,2023,8599,F,S,Y,2,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Canned Clams,5,26.38
11218,2023,619,M,M,Y,2,$70K - $90K,Salem,OR,USA,Food,Dairy,Dairy,4,9.97
11219,2023,6237,F,S,Y,3,$10K - $30K,Salem,OR,USA,Drink,Beverages,Carbonated Beverages,5,6.6
11220,2023,6222,M,S,Y,1,$90K - $110K,San Andres,DF,Mexico,Food,Produce,Specialty,3,17.14
11221,2023,1550,F,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Snack Foods,Snack Foods,4,22.45
11222,2023,2118,F,S,N,4,$10K - $30K,Merida,Yucatan,Mexico,Food,Frozen Foods,Vegetables,4,33.86
11223,2023,5129,F,S,N,2,$50K - $70K,Merida,Yucatan,Mexico,Food,Dairy,Dairy,6,17.1
11224,2023,5476,M,M,Y,4,$50K - $70K,Salem,OR,USA,Food,Deli,Side Dishes,6,19.84
11225,2023,5572,F,S,Y,5,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Meat,4,16.92
11226,2023,3168,M,M,Y,5,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Produce,Specialty,7,35.25
11227,2023,5631,M,S,Y,5,$110K - $130K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,6,8.01
11228,2023,6167,M,S,Y,0,$90K - $110K,San Diego,CA,USA,Food,Starchy Foods,Starchy Foods,3,29.55
11229,2023,4373,M,S,Y,0,$50K - $70K,Portland,OR,USA,Food,Snack Foods,Snack Foods,6,24.7
11230,2023,6311,M,S,Y,2,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,6,7.17
11231,2023,8827,M,S,Y,0,$150K +,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,3,13.14
11232,2023,3759,F,S,N,2,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,13.79
11233,2023,105,M,M,Y,3,$150K +,San Diego,CA,USA,Food,Baked Goods,Bread,5,10.85
11234,2023,8272,F,M,Y,1,$110K - $130K,Beverly Hills,CA,USA,Food,Baking Goods,Jams and Jellies,3,7.95
11235,2023,3961,M,S,N,3,$30K - $50K,San Andres,DF,Mexico,Food,Frozen Foods,Vegetables,3,12.7
11236,2023,7884,F,M,Y,1,$30K - $50K,Portland,OR,USA,Food,Starchy Foods,Starchy Foods,5,21.63
11237,2023,7963,M,S,N,3,$30K - $50K,Portland,OR,USA,Food,Deli,Meat,5,21.98
11238,2023,4953,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,5,10.89
11239,2023,9956,F,S,Y,4,$130K - $150K,Tacoma,WA,USA,Food,Produce,Fruit,4,9.45
11240,2023,7306,F,S,Y,4,$30K - $50K,Los Angeles,CA,USA,Food,Dairy,Dairy,5,5.9
11241,2023,4454,M,S,N,2,$70K - $90K,Seattle,WA,USA,Food,Produce,Specialty,4,24.29
11242,2023,817,F,S,Y,2,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,23.86
11243,2023,2446,M,S,Y,0,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,2,10.15
11244,2023,4985,M,S,N,3,$70K - $90K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,5,18.63
11245,2023,5927,M,M,Y,2,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,5,4.03
11246,2023,305,F,S,N,4,$70K - $90K,Vancouver,BC,Canada,Food,Dairy,Dairy,6,7.78
11247,2023,4571,F,M,Y,5,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Dairy,Dairy,3,6.2
11248,2023,4914,F,S,N,1,$50K - $70K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,3,6.34
11249,2023,5348,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,4,5.71
11250,2023,10118,F,S,Y,1,$150K +,Salem,OR,USA,Non-Consumable,Health and Hygiene,Cold Remedies,5,11.48
11251,2023,7140,M,S,N,0,$50K - $70K,San Diego,CA,USA,Non-Consumable,Household,Kitchen Products,3,13.85
11252,2023,10226,F,S,N,3,$10K - $30K,Yakima,WA,USA,Food,Frozen Foods,Frozen Entrees,3,3.19
11253,2023,7231,M,S,Y,3,$130K - $150K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,4,9.47
